1651453849.543498,M$,attacking,29,61
1651454311.424458,M$,attacking,29,61
1651454415.741766,M$,attacking,29,61
1651454418.672767,M$,defending,26,64
1651454426.232271,Alain1971,attacking,44,46
1651454429.637446,Alain1971,defending,39,51
1651454504.143971,M$,attacking,29,61
1651454506.69487,M$,defending,26,64
1651454509.249986,Alain1971,attacking,44,46
1651454511.82199,Alain1971,defending,39,51
